Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
Alcohol use,Atrial fibrillation and flutter,85+,2011,Males,24.08596636
Alcohol use,Atrial fibrillation and flutter,85+,2011,Persons,75.97399565
Alcohol use,Atrial fibrillation and flutter,85+,2015,Females,93.91544479
Alcohol use,Atrial fibrillation and flutter,85+,2015,Males,41.70895293
Alcohol use,Atrial fibrillation and flutter,85+,2015,Persons,135.6243977
Alcohol use,Atrial fibrillation and flutter,85+,2018,Females,104.1107232
Alcohol use,Atrial fibrillation and flutter,85+,2018,Males,51.02101564
Alcohol use,Atrial fibrillation and flutter,85+,2018,Persons,155.1317388
Alcohol use,Bowel cancer,15–24,2003,Females,0.051518573
Alcohol use,Bowel cancer,15–24,2003,Males,0.047122264
Alcohol use,Bowel cancer,15–24,2003,Persons,0.098640837
Alcohol use,Bowel cancer,15–24,2011,Females,0.027398198
Alcohol use,Bowel cancer,15–24,2011,Males,0.155351751
Alcohol use,Bowel cancer,15–24,2011,Persons,0.182749949
Alcohol use,Bowel cancer,15–24,2015,Females,0.035509616
Alcohol use,Bowel cancer,15–24,2015,Males,0.042621994
Alcohol use,Bowel cancer,15–24,2015,Persons,0.078131611
Alcohol use,Bowel cancer,15–24,2018,Females,0.040338604
Alcohol use,Bowel cancer,15–24,2018,Males,0.00034092
Alcohol use,Bowel cancer,15–24,2018,Persons,0.040679523
Alcohol use,Bowel cancer,25–34,2003,Females,0.598122558
Alcohol use,Bowel cancer,25–34,2003,Males,0.268864864
Alcohol use,Bowel cancer,25–34,2003,Persons,0.866987422
Alcohol use,Bowel cancer,25–34,2011,Females,0.56261428
Alcohol use,Bowel cancer,25–34,2011,Males,0.830056341
Alcohol use,Bowel cancer,25–34,2011,Persons,1.392670621
Alcohol use,Bowel cancer,25–34,2015,Females,1.002612871
Alcohol use,Bowel cancer,25–34,2015,Males,0.940963437
Alcohol use,Bowel cancer,25–34,2015,Persons,1.943576308
Alcohol use,Bowel cancer,25–34,2018,Females,1.024767008
Alcohol use,Bowel cancer,25–34,2018,Males,0.959945434
Alcohol use,Bowel cancer,25–34,2018,Persons,1.984712442
Alcohol use,Bowel cancer,35–44,2003,Females,2.157255348
Alcohol use,Bowel cancer,35–44,2003,Males,1.685254986
Alcohol use,Bowel cancer,35–44,2003,Persons,3.842510334
Alcohol use,Bowel cancer,35–44,2011,Females,1.758115861
Alcohol use,Bowel cancer,35–44,2011,Males,2.544585534
Alcohol use,Bowel cancer,35–44,2011,Persons,4.302701395
Alcohol use,Bowel cancer,35–44,2015,Females,2.640969979
Alcohol use,Bowel cancer,35–44,2015,Males,2.439761088
Alcohol use,Bowel cancer,35–44,2015,Persons,5.080731067
Alcohol use,Bowel cancer,35–44,2018,Females,3.017257318
Alcohol use,Bowel cancer,35–44,2018,Males,2.695019433
Alcohol use,Bowel cancer,35–44,2018,Persons,5.712276751
Alcohol use,Bowel cancer,45–54,2003,Females,6.715269894
Alcohol use,Bowel cancer,45–54,2003,Males,8.278724761
Alcohol use,Bowel cancer,45–54,2003,Persons,14.99399465
Alcohol use,Bowel cancer,45–54,2011,Females,8.188622743
Alcohol use,Bowel cancer,45–54,2011,Males,6.943595794
Alcohol use,Bowel cancer,45–54,2011,Persons,15.13221854
Alcohol use,Bowel cancer,45–54,2015,Females,7.555597368
Alcohol use,Bowel cancer,45–54,2015,Males,9.934966246
Alcohol use,Bowel cancer,45–54,2015,Persons,17.49056361
Alcohol use,Bowel cancer,45–54,2018,Females,8.262705457
Alcohol use,Bowel cancer,45–54,2018,Males,8.464292668
Alcohol use,Bowel cancer,45–54,2018,Persons,16.72699813
Alcohol use,Bowel cancer,55–64,2003,Females,16.92881356
Alcohol use,Bowel cancer,55–64,2003,Males,22.47550077
Alcohol use,Bowel cancer,55–64,2003,Persons,39.40431434
Alcohol use,Bowel cancer,55–64,2011,Females,19.08133753
Alcohol use,Bowel cancer,55–64,2011,Males,22.30425962
Alcohol use,Bowel cancer,55–64,2011,Persons,41.38559715
Alcohol use,Bowel cancer,55–64,2015,Females,17.6553491
Alcohol use,Bowel cancer,55–64,2015,Males,23.69115886
Alcohol use,Bowel cancer,55–64,2015,Persons,41.34650795
Alcohol use,Bowel cancer,55–64,2018,Females,21.25109726
Alcohol use,Bowel cancer,55–64,2018,Males,23.68664143
Alcohol use,Bowel cancer,55–64,2018,Persons,44.93773869
Alcohol use,Bowel cancer,65–84,2003,Females,72.15227657
Alcohol use,Bowel cancer,65–84,2003,Males,75.84911845
Alcohol use,Bowel cancer,65–84,2003,Persons,148.001395
Alcohol use,Bowel cancer,65–84,2011,Females,76.9289287
Alcohol use,Bowel cancer,65–84,2011,Males,77.10664515
Alcohol use,Bowel cancer,65–84,2011,Persons,154.0355739
Alcohol use,Bowel cancer,65–84,2015,Females,92.76295781
Alcohol use,Bowel cancer,65–84,2015,Males,85.90751258
Alcohol use,Bowel cancer,65–84,2015,Persons,178.6704704
Alcohol use,Bowel cancer,65–84,2018,Females,87.73110716
Alcohol use,Bowel cancer,65–84,2018,Males,84.48928883
Alcohol use,Bowel cancer,65–84,2018,Persons,172.220396
Alcohol use,Bowel cancer,85+,2003,Females,36.95405017
Alcohol use,Bowel cancer,85+,2003,Males,13.62542519
Alcohol use,Bowel cancer,85+,2003,Persons,50.57947535
Alcohol use,Bowel cancer,85+,2011,Females,44.61181157
Alcohol use,Bowel cancer,85+,2011,Males,24.17327035
Alcohol use,Bowel cancer,85+,2011,Persons,68.78508192
Alcohol use,Bowel cancer,85+,2015,Females,60.41108858
Alcohol use,Bowel cancer,85+,2015,Males,34.04941868
Alcohol use,Bowel cancer,85+,2015,Persons,94.46050726
Alcohol use,Bowel cancer,85+,2018,Females,69.41193329
Alcohol use,Bowel cancer,85+,2018,Males,36.54402442
Alcohol use,Bowel cancer,85+,2018,Persons,105.9559577
Alcohol use,Breast cancer,15–24,2003,Females,0
Alcohol use,Breast cancer,15–24,2003,Persons,0
Alcohol use,Breast cancer,15–24,2011,Females,0
Alcohol use,Breast cancer,15–24,2011,Persons,0
Alcohol use,Breast cancer,15–24,2015,Females,0.104694461
Alcohol use,Breast cancer,15–24,2015,Persons,0.104694461
Alcohol use,Breast cancer,15–24,2018,Females,0.08253615
Alcohol use,Breast cancer,15–24,2018,Persons,0.08253615
Alcohol use,Breast cancer,25–34,2003,Females,2.550224686
Alcohol use,Breast cancer,25–34,2003,Persons,2.550224686
Alcohol use,Breast cancer,25–34,2011,Females,2.346080168
Alcohol use,Breast cancer,25–34,2011,Persons,2.346080168
Alcohol use,Breast cancer,25–34,2015,Females,1.352825086
Alcohol use,Breast cancer,25–34,2015,Persons,1.352825086
Alcohol use,Breast cancer,25–34,2018,Females,1.973787072
Alcohol use,Breast cancer,25–34,2018,Persons,1.973787072
Alcohol use,Breast cancer,35–44,2003,Females,17.14101385
Alcohol use,Breast cancer,35–44,2003,Persons,17.14101385
Alcohol use,Breast cancer,35–44,2011,Females,13.72720634
Alcohol use,Breast cancer,35–44,2011,Persons,13.72720634
Alcohol use,Breast cancer,35–44,2015,Females,14.70715213
Alcohol use,Breast cancer,35–44,2015,Persons,14.70715213
Alcohol use,Breast cancer,35–44,2018,Females,14.61135425
Alcohol use,Breast cancer,35–44,2018,Persons,14.61135425
Alcohol use,Breast cancer,45–54,2003,Females,39.47379944
Alcohol use,Breast cancer,45–54,2003,Persons,39.47379944
Alcohol use,Breast cancer,45–54,2011,Females,46.83494095
Alcohol use,Breast cancer,45–54,2011,Persons,46.83494095
Alcohol use,Breast cancer,45–54,2015,Females,40.70504355
Alcohol use,Breast cancer,45–54,2015,Persons,40.70504355
Alcohol use,Breast cancer,45–54,2018,Females,37.0209305
Alcohol use,Breast cancer,45–54,2018,Persons,37.0209305
Alcohol use,Breast cancer,55–64,2003,Females,57.88405785
Alcohol use,Breast cancer,55–64,2003,Persons,57.88405785
Alcohol use,Breast cancer,55–64,2011,Females,64.42847067
Alcohol use,Breast cancer,55–64,2011,Persons,64.42847067
Alcohol use,Breast cancer,55–64,2015,Females,64.98992141
Alcohol use,Breast cancer,55–64,2015,Persons,64.98992141
Alcohol use,Breast cancer,55–64,2018,Females,71.58046357
Alcohol use,Breast cancer,55–64,2018,Persons,71.58046357
Alcohol use,Breast cancer,65–84,2003,Females,98.35647946
Alcohol use,Breast cancer,65–84,2003,Persons,98.35647946
Alcohol use,Breast cancer,65–84,2011,Females,126.4830046
Alcohol use,Breast cancer,65–84,2011,Persons,126.4830046
Alcohol use,Breast cancer,65–84,2015,Females,139.4071439
Alcohol use,Breast cancer,65–84,2015,Persons,139.4071439
Alcohol use,Breast cancer,65–84,2018,Females,150.2186801
Alcohol use,Breast cancer,65–84,2018,Persons,150.2186801
Alcohol use,Breast cancer,85+,2003,Females,34.54304423
Alcohol use,Breast cancer,85+,2003,Persons,34.54304423
Alcohol use,Breast cancer,85+,2011,Females,49.10160124
Alcohol use,Breast cancer,85+,2011,Persons,49.10160124
Alcohol use,Breast cancer,85+,2015,Females,58.3225634
Alcohol use,Breast cancer,85+,2015,Persons,58.3225634
Alcohol use,Breast cancer,85+,2018,Females,68.36223075
Alcohol use,Breast cancer,85+,2018,Persons,68.36223075
Alcohol use,Chronic liver disease,15–24,2003,Females,0.273916282
Alcohol use,Chronic liver disease,15–24,2003,Males,0.204738852
Alcohol use,Chronic liver disease,15–24,2003,Persons,0.478655134
Alcohol use,Chronic liver disease,15–24,2011,Females,0.153646753
Alcohol use,Chronic liver disease,15–24,2011,Males,0.441686754
Alcohol use,Chronic liver disease,15–24,2011,Persons,0.595333506
Alcohol use,Chronic liver disease,15–24,2015,Females,0
Alcohol use,Chronic liver disease,15–24,2015,Males,0.222446322
Alcohol use,Chronic liver disease,15–24,2015,Persons,0.222446322
Alcohol use,Chronic liver disease,15–24,2018,Females,0.146800401
Alcohol use,Chronic liver disease,15–24,2018,Males,0.437197979
Alcohol use,Chronic liver disease,15–24,2018,Persons,0.58399838
Alcohol use,Chronic liver disease,25–34,2003,Females,0.781019465
Alcohol use,Chronic liver disease,25–34,2003,Males,2.825580758
Alcohol use,Chronic liver disease,25–34,2003,Persons,3.606600223
Alcohol use,Chronic liver disease,25–34,2011,Females,1.920286311
Alcohol use,Chronic liver disease,25–34,2011,Males,2.412980763
Alcohol use,Chronic liver disease,25–34,2011,Persons,4.333267075
Alcohol use,Chronic liver disease,25–34,2015,Females,1.878087153
Alcohol use,Chronic liver disease,25–34,2015,Males,3.615634111
Alcohol use,Chronic liver disease,25–34,2015,Persons,5.493721264
Alcohol use,Chronic liver disease,25–34,2018,Females,2.311784542
Alcohol use,Chronic liver disease,25–34,2018,Males,3.45097142
Alcohol use,Chronic liver disease,25–34,2018,Persons,5.762755962
Alcohol use,Chronic liver disease,35–44,2003,Females,6.679657252
Alcohol use,Chronic liver disease,35–44,2003,Males,17.18504471
Alcohol use,Chronic liver disease,35–44,2003,Persons,23.86470196
Alcohol use,Chronic liver disease,35–44,2011,Females,7.493229963
Alcohol use,Chronic liver disease,35–44,2011,Males,15.95247618
Alcohol use,Chronic liver disease,35–44,2011,Persons,23.44570614
Alcohol use,Chronic liver disease,35–44,2015,Females,8.263566972
Alcohol use,Chronic liver disease,35–44,2015,Males,18.23895698
Alcohol use,Chronic liver disease,35–44,2015,Persons,26.50252395
Alcohol use,Chronic liver disease,35–44,2018,Females,6.299256264
Alcohol use,Chronic liver disease,35–44,2018,Males,14.97363316
Alcohol use,Chronic liver disease,35–44,2018,Persons,21.27288942
Alcohol use,Chronic liver disease,45–54,2003,Females,8.967831622
Alcohol use,Chronic liver disease,45–54,2003,Males,46.8663629
Alcohol use,Chronic liver disease,45–54,2003,Persons,55.83419452
Alcohol use,Chronic liver disease,45–54,2011,Females,15.9829783
Alcohol use,Chronic liver disease,45–54,2011,Males,54.66977186
Alcohol use,Chronic liver disease,45–54,2011,Persons,70.65275016
Alcohol use,Chronic liver disease,45–54,2015,Females,18.62872616
Alcohol use,Chronic liver disease,45–54,2015,Males,59.94544309
Alcohol use,Chronic liver disease,45–54,2015,Persons,78.57416925
Alcohol use,Chronic liver disease,45–54,2018,Females,16.74679341
Alcohol use,Chronic liver disease,45–54,2018,Males,55.75237503
Alcohol use,Chronic liver disease,45–54,2018,Persons,72.49916845
Alcohol use,Chronic liver disease,55–64,2003,Females,11.10295115
Alcohol use,Chronic liver disease,55–64,2003,Males,53.83312466
Alcohol use,Chronic liver disease,55–64,2003,Persons,64.93607581
Alcohol use,Chronic liver disease,55–64,2011,Females,16.61733579
Alcohol use,Chronic liver disease,55–64,2011,Males,75.62750256
Alcohol use,Chronic liver disease,55–64,2011,Persons,92.24483835
Alcohol use,Chronic liver disease,55–64,2015,Females,28.61024343
Alcohol use,Chronic liver disease,55–64,2015,Males,105.2726458
Alcohol use,Chronic liver disease,55–64,2015,Persons,133.8828892
Alcohol use,Chronic liver disease,55–64,2018,Females,25.79001516
Alcohol use,Chronic liver disease,55–64,2018,Males,91.15954021
Alcohol use,Chronic liver disease,55–64,2018,Persons,116.9495554
Alcohol use,Chronic liver disease,65–84,2003,Females,30.0697063
Alcohol use,Chronic liver disease,65–84,2003,Males,87.38163734
Alcohol use,Chronic liver disease,65–84,2003,Persons,117.4513436
Alcohol use,Chronic liver disease,65–84,2011,Females,32.77766734
Alcohol use,Chronic liver disease,65–84,2011,Males,106.7622511
Alcohol use,Chronic liver disease,65–84,2011,Persons,139.5399184
Alcohol use,Chronic liver disease,65–84,2015,Females,43.63084957
Alcohol use,Chronic liver disease,65–84,2015,Males,122.9937084
Alcohol use,Chronic liver disease,65–84,2015,Persons,166.6245579
Alcohol use,Chronic liver disease,65–84,2018,Females,46.886214
Alcohol use,Chronic liver disease,65–84,2018,Males,132.9991154
Alcohol use,Chronic liver disease,65–84,2018,Persons,179.8853295
Alcohol use,Chronic liver disease,85+,2003,Females,6.910726358
Alcohol use,Chronic liver disease,85+,2003,Males,9.421149139
Alcohol use,Chronic liver disease,85+,2003,Persons,16.3318755
Alcohol use,Chronic liver disease,85+,2011,Females,10.84526277
Alcohol use,Chronic liver disease,85+,2011,Males,14.02450362
Alcohol use,Chronic liver disease,85+,2011,Persons,24.86976638
Alcohol use,Chronic liver disease,85+,2015,Females,12.69069945
Alcohol use,Chronic liver disease,85+,2015,Males,20.42382757
Alcohol use,Chronic liver disease,85+,2015,Persons,33.11452702
Alcohol use,Chronic liver disease,85+,2018,Females,17.62811117
Alcohol use,Chronic liver disease,85+,2018,Males,23.11732997
Alcohol use,Chronic liver disease,85+,2018,Persons,40.74544114
Alcohol use,Coronary heart disease,15–24,2003,Females,0.024422117
Alcohol use,Coronary heart disease,15–24,2003,Males,0.042736147
Alcohol use,Coronary heart disease,15–24,2003,Persons,0.067158264
Alcohol use,Coronary heart disease,15–24,2011,Females,0.029739416
Alcohol use,Coronary heart disease,15–24,2011,Males,0.029796665
Alcohol use,Coronary heart disease,15–24,2011,Persons,0.059536081
Alcohol use,Coronary heart disease,15–24,2015,Females,0.050724538
Alcohol use,Coronary heart disease,15–24,2015,Males,0.013839216
Alcohol use,Coronary heart disease,15–24,2015,Persons,0.064563754
Alcohol use,Coronary heart disease,15–24,2018,Females,0.025707006
Alcohol use,Coronary heart disease,15–24,2018,Males,0.020273175
Alcohol use,Coronary heart disease,15–24,2018,Persons,0.045980181
Alcohol use,Coronary heart disease,25–34,2003,Females,0.486233031
Alcohol use,Coronary heart disease,25–34,2003,Males,0.48733199
Alcohol use,Coronary heart disease,25–34,2003,Persons,0.973565021
Alcohol use,Coronary heart disease,25–34,2011,Females,0.48109585
Alcohol use,Coronary heart disease,25–34,2011,Males,0.546298592
Alcohol use,Coronary heart disease,25–34,2011,Persons,1.027394441
Alcohol use,Coronary heart disease,25–34,2015,Females,0.210196785
Alcohol use,Coronary heart disease,25–34,2015,Males,0.38495052
Alcohol use,Coronary heart disease,25–34,2015,Persons,0.595147306
Alcohol use,Coronary heart disease,25–34,2018,Females,0.262158183
Alcohol use,Coronary heart disease,25–34,2018,Males,0.418316437
Alcohol use,Coronary heart disease,25–34,2018,Persons,0.68047462
Alcohol use,Coronary heart disease,35–44,2003,Females,1.368039528
Alcohol use,Coronary heart disease,35–44,2003,Males,2.549067999
Alcohol use,Coronary heart disease,35–44,2003,Persons,3.917107527
Alcohol use,Coronary heart disease,35–44,2011,Females,1.169935177
Alcohol use,Coronary heart disease,35–44,2011,Males,2.801668189
