Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Alcohol use,Road traffic injuries - pedal cyclists,2015,Males,12.09902897,37.43011366,32.32431801
Alcohol use,Road traffic injuries - pedal cyclists,2015,Persons,12.56749678,39.44947723,31.85719473
Alcohol use,Road traffic injuries - pedal cyclists,2018,Females,0.936711937,4.096650178,22.86531425
Alcohol use,Road traffic injuries - pedal cyclists,2018,Males,9.827811879,32.87245214,29.89680185
Alcohol use,Road traffic injuries - pedal cyclists,2018,Persons,10.76452382,36.96910231,29.11762294
Alcohol use,Road traffic injuries - pedestrians,2003,Females,13.84553699,81.63777564,16.95971856
Alcohol use,Road traffic injuries - pedestrians,2003,Males,47.78024811,175.5050756,27.22442524
Alcohol use,Road traffic injuries - pedestrians,2003,Persons,61.6257851,257.1428512,23.96558364
Alcohol use,Road traffic injuries - pedestrians,2011,Females,10.36397785,58.15284376,17.82196223
Alcohol use,Road traffic injuries - pedestrians,2011,Males,39.28274727,138.9923065,28.26253356
Alcohol use,Road traffic injuries - pedestrians,2011,Persons,49.64672512,197.1451502,25.18282852
Alcohol use,Road traffic injuries - pedestrians,2015,Females,10.5114348,58.4064139,17.99705562
Alcohol use,Road traffic injuries - pedestrians,2015,Males,28.91019361,100.0222089,28.9037744
Alcohol use,Road traffic injuries - pedestrians,2015,Persons,39.42162841,158.4286228,24.88289535
Alcohol use,Road traffic injuries - pedestrians,2018,Females,10.84422718,61.3881142,17.66502737
Alcohol use,Road traffic injuries - pedestrians,2018,Males,35.20957614,129.4504543,27.19926812
Alcohol use,Road traffic injuries - pedestrians,2018,Persons,46.05380332,190.8385685,24.13233535
Alcohol use,Stroke,2003,Females,256.9427303,7657.862052,3.355280215
Alcohol use,Stroke,2003,Males,303.9155839,5050.036627,6.018086725
Alcohol use,Stroke,2003,Persons,560.8583142,12707.89868,4.413462275
Alcohol use,Stroke,2011,Females,275.7992793,7171.401404,3.845821252
Alcohol use,Stroke,2011,Males,313.1333228,4691.930047,6.673870235
Alcohol use,Stroke,2011,Persons,588.9326021,11863.33145,4.964310443
Alcohol use,Stroke,2015,Females,266.0600519,6749.719088,3.941794442
Alcohol use,Stroke,2015,Males,338.7266458,4495.699846,7.534458648
Alcohol use,Stroke,2015,Persons,604.7866977,11245.41893,5.37807174
Alcohol use,Stroke,2018,Females,262.2203313,6227.740505,4.210521153
Alcohol use,Stroke,2018,Males,342.8771633,4406.13939,7.781804727
Alcohol use,Stroke,2018,Persons,605.0974947,10633.8799,5.690279565
Alcohol use,Suicide and self-inflicted injuries,2003,Females,31.64468154,508.4549305,6.223694499
Alcohol use,Suicide and self-inflicted injuries,2003,Males,270.5543303,1781.60779,15.18596471
Alcohol use,Suicide and self-inflicted injuries,2003,Persons,302.1990118,2290.06272,13.19610197
Alcohol use,Suicide and self-inflicted injuries,2011,Females,40.39562319,650.2963647,6.211878981
Alcohol use,Suicide and self-inflicted injuries,2011,Males,279.2909298,1986.019389,14.06285011
Alcohol use,Suicide and self-inflicted injuries,2011,Persons,319.686553,2636.315753,12.12626191
Alcohol use,Suicide and self-inflicted injuries,2015,Females,50.09343764,809.2806827,6.189871909
Alcohol use,Suicide and self-inflicted injuries,2015,Males,337.8313654,2396.861499,14.0947387
Alcohol use,Suicide and self-inflicted injuries,2015,Persons,387.924803,3206.142182,12.09942607
Alcohol use,Suicide and self-inflicted injuries,2018,Females,48.80391181,820.4927073,5.948122558
Alcohol use,Suicide and self-inflicted injuries,2018,Males,342.7867485,2498.211127,13.7212882
Alcohol use,Suicide and self-inflicted injuries,2018,Persons,391.5906603,3318.703835,11.79950607
All dietary risks,Aortic aneurysm,2003,Females,24.1652089,529.0620612,4.567556564
All dietary risks,Aortic aneurysm,2003,Males,51.81975135,828.046455,6.258072967
All dietary risks,Aortic aneurysm,2003,Persons,75.98496026,1357.108516,5.599033486
All dietary risks,Aortic aneurysm,2011,Females,21.19292085,468.4110126,4.524428394
All dietary risks,Aortic aneurysm,2011,Males,43.03004535,689.303704,6.242537956
All dietary risks,Aortic aneurysm,2011,Persons,64.22296621,1157.714717,5.547391364
All dietary risks,Aortic aneurysm,2015,Females,24.60907272,451.5028553,5.450479976
All dietary risks,Aortic aneurysm,2015,Males,43.50657758,604.6450946,7.195390813
All dietary risks,Aortic aneurysm,2015,Persons,68.1156503,1056.14795,6.44944208
All dietary risks,Aortic aneurysm,2018,Females,16.51435606,418.5239203,3.945857157
All dietary risks,Aortic aneurysm,2018,Males,40.82451866,622.3505653,6.559730308
All dietary risks,Aortic aneurysm,2018,Persons,57.33887472,1040.874486,5.508721322
All dietary risks,Atrial fibrillation and flutter,2003,Females,27.93722611,609.7115923,4.582039519
All dietary risks,Atrial fibrillation and flutter,2003,Males,19.91284389,336.5688184,5.916425647
All dietary risks,Atrial fibrillation and flutter,2003,Persons,47.85007,946.2804107,5.056648057
All dietary risks,Atrial fibrillation and flutter,2011,Females,44.8114745,982.1153697,4.562750557
All dietary risks,Atrial fibrillation and flutter,2011,Males,31.00624383,548.4133039,5.653809564
All dietary risks,Atrial fibrillation and flutter,2011,Persons,75.81771833,1530.528674,4.953694736
All dietary risks,Atrial fibrillation and flutter,2015,Females,78.35882536,1438.270055,5.448130208
All dietary risks,Atrial fibrillation and flutter,2015,Males,52.80334788,791.2544181,6.673371633
All dietary risks,Atrial fibrillation and flutter,2015,Persons,131.1621732,2229.524474,5.882966292
All dietary risks,Atrial fibrillation and flutter,2018,Females,50.91146499,1431.336357,3.556918311
All dietary risks,Atrial fibrillation and flutter,2018,Males,51.8577814,876.7411289,5.914833888
All dietary risks,Atrial fibrillation and flutter,2018,Persons,102.7692464,2308.077486,4.452590825
All dietary risks,Bowel cancer,2003,Females,588.7467896,2406.340362,24.46648026
All dietary risks,Bowel cancer,2003,Males,693.775504,2813.115315,24.66217792
All dietary risks,Bowel cancer,2003,Persons,1282.522294,5219.455677,24.57195487
All dietary risks,Bowel cancer,2011,Females,622.8237034,2466.908635,25.24713297
All dietary risks,Bowel cancer,2011,Males,733.3108822,2883.288348,25.43314416
All dietary risks,Bowel cancer,2011,Persons,1356.134586,5350.196983,25.34737674
All dietary risks,Bowel cancer,2015,Females,670.209942,2619.63856,25.58406156
All dietary risks,Bowel cancer,2015,Males,777.493116,3022.742177,25.72144994
All dietary risks,Bowel cancer,2015,Persons,1447.703058,5642.380737,25.65766341
All dietary risks,Bowel cancer,2018,Females,663.0754511,2576.605826,25.73445438
All dietary risks,Bowel cancer,2018,Males,775.1748394,2995.074589,25.8816539
All dietary risks,Bowel cancer,2018,Persons,1438.25029,5571.680416,25.81358196
All dietary risks,Breast cancer,2003,Females,83.49425646,2792.255687,2.990208127
All dietary risks,Breast cancer,2003,Males,0.296887992,10.19072571,2.913315504
All dietary risks,Breast cancer,2003,Persons,83.79114445,2802.446413,2.989928517
All dietary risks,Breast cancer,2011,Females,94.16783698,2994.936082,3.144235282
All dietary risks,Breast cancer,2011,Males,0.693204159,22.38770114,3.096361502
All dietary risks,Breast cancer,2011,Persons,94.86104114,3017.323783,3.143880072
All dietary risks,Breast cancer,2015,Females,95.17791188,2983.774187,3.189849698
All dietary risks,Breast cancer,2015,Males,0.846883906,27.29852309,3.102306681
All dietary risks,Breast cancer,2015,Persons,96.02479579,3011.07271,3.189056029
All dietary risks,Breast cancer,2018,Females,98.81397095,3075.531613,3.212907015
All dietary risks,Breast cancer,2018,Males,1.182158567,37.4649362,3.155373228
All dietary risks,Breast cancer,2018,Persons,99.99612951,3112.996549,3.212214595
All dietary risks,Cardiomyopathy,2003,Females,13.33311701,281.8229227,4.731026447
All dietary risks,Cardiomyopathy,2003,Males,41.35173356,590.1999849,7.006393531
All dietary risks,Cardiomyopathy,2003,Persons,54.68485057,872.0229076,6.271033718
All dietary risks,Cardiomyopathy,2011,Females,17.25191023,370.8045066,4.652562179
All dietary risks,Cardiomyopathy,2011,Males,48.70696783,704.1242417,6.917382608
All dietary risks,Cardiomyopathy,2011,Persons,65.95887807,1074.928748,6.136116293
All dietary risks,Cardiomyopathy,2015,Females,22.81644223,402.5332309,5.668213323
All dietary risks,Cardiomyopathy,2015,Males,61.17585862,784.9675552,7.793425118
All dietary risks,Cardiomyopathy,2015,Persons,83.99230084,1187.500786,7.073031178
All dietary risks,Cardiomyopathy,2018,Females,18.60551663,434.0957707,4.286039599
All dietary risks,Cardiomyopathy,2018,Males,51.5295499,738.6525459,6.976155458
All dietary risks,Cardiomyopathy,2018,Persons,70.13506653,1172.748317,5.980402234
All dietary risks,Chronic kidney disease,2003,Females,60.75333709,1058.054893,5.741983473
All dietary risks,Chronic kidney disease,2003,Males,70.73859846,981.6770373,7.205893158
All dietary risks,Chronic kidney disease,2003,Persons,131.4919355,2039.73193,6.446530233
All dietary risks,Chronic kidney disease,2011,Females,82.35375023,1441.416081,5.713391941
All dietary risks,Chronic kidney disease,2011,Males,93.79070484,1323.703586,7.085476372
All dietary risks,Chronic kidney disease,2011,Persons,176.1444551,2765.119668,6.370229004
All dietary risks,Chronic kidney disease,2015,Females,136.1721229,1982.598215,6.868367068
All dietary risks,Chronic kidney disease,2015,Males,161.9162091,1874.876983,8.636097756
All dietary risks,Chronic kidney disease,2015,Persons,298.088332,3857.475198,7.727550189
All dietary risks,Chronic kidney disease,2018,Females,78.08762781,1646.422219,4.74286771
All dietary risks,Chronic kidney disease,2018,Males,121.0998951,1584.4927,7.642818115
All dietary risks,Chronic kidney disease,2018,Persons,199.1875229,3230.91492,6.165050083
All dietary risks,Coronary heart disease,2003,Females,6166.249812,13447.7547,45.85337812
All dietary risks,Coronary heart disease,2003,Males,7254.574541,14658.5125,49.49052328
All dietary risks,Coronary heart disease,2003,Persons,13420.82435,28106.2672,47.75029091
All dietary risks,Coronary heart disease,2011,Females,5227.97131,11556.62019,45.23789155
All dietary risks,Coronary heart disease,2011,Males,6379.591139,13135.19195,48.56869365
All dietary risks,Coronary heart disease,2011,Persons,11607.56245,24691.81215,47.00976332
All dietary risks,Coronary heart disease,2015,Females,4768.631378,10471.06768,45.54102335
All dietary risks,Coronary heart disease,2015,Males,6188.344714,12543.39533,49.33548336
All dietary risks,Coronary heart disease,2015,Persons,10956.97609,23014.46301,47.60908863
All dietary risks,Coronary heart disease,2018,Females,4035.781607,9080.293224,44.4454987
All dietary risks,Coronary heart disease,2018,Males,5784.802658,11955.12173,48.38765164
All dietary risks,Coronary heart disease,2018,Persons,9820.584265,21035.41496,46.68595454
All dietary risks,Hypertensive heart disease,2003,Females,26.61180943,471.9533907,5.638652027
All dietary risks,Hypertensive heart disease,2003,Males,17.29629899,216.4039037,7.992600272
All dietary risks,Hypertensive heart disease,2003,Persons,43.90810842,688.3572943,6.378679907
All dietary risks,Hypertensive heart disease,2011,Females,32.70071925,583.0165676,5.608883361
All dietary risks,Hypertensive heart disease,2011,Males,22.04850858,294.851148,7.477843898
All dietary risks,Hypertensive heart disease,2011,Persons,54.74922783,877.8677156,6.236614795
All dietary risks,Hypertensive heart disease,2015,Females,54.55678957,821.631289,6.640057444
All dietary risks,Hypertensive heart disease,2015,Males,42.66065916,458.3630921,9.307175883
All dietary risks,Hypertensive heart disease,2015,Persons,97.21744873,1279.994381,7.595146523
All dietary risks,Hypertensive heart disease,2018,Females,34.02637579,726.4829665,4.683712814
All dietary risks,Hypertensive heart disease,2018,Males,34.91494586,418.5625149,8.34163228
All dietary risks,Hypertensive heart disease,2018,Persons,68.94132165,1145.045481,6.020836968
All dietary risks,Inflammatory heart disease,2003,Females,0.643955162,64.68257557,0.995562029
All dietary risks,Inflammatory heart disease,2003,Males,1.106520157,82.34869797,1.343700853
All dietary risks,Inflammatory heart disease,2003,Persons,1.750475319,147.0312735,1.190546254
All dietary risks,Inflammatory heart disease,2011,Females,0.792654547,79.31765909,0.999341831
All dietary risks,Inflammatory heart disease,2011,Males,1.613927902,117.0361345,1.378999664
All dietary risks,Inflammatory heart disease,2011,Persons,2.406582449,196.3537936,1.22563583
All dietary risks,Inflammatory heart disease,2015,Females,1.115620243,93.74564107,1.190050257
All dietary risks,Inflammatory heart disease,2015,Males,1.844342609,112.9895423,1.632312666
All dietary risks,Inflammatory heart disease,2015,Persons,2.959962852,206.7351833,1.431765413
All dietary risks,Inflammatory heart disease,2018,Females,1.244760894,140.5661759,0.885533725
All dietary risks,Inflammatory heart disease,2018,Males,2.765404068,193.7406399,1.427374282
All dietary risks,Inflammatory heart disease,2018,Persons,4.010164962,334.3068158,1.199546277
All dietary risks,Lung cancer,2003,Females,95.89764288,2619.910255,3.660340758
All dietary risks,Lung cancer,2003,Males,170.9314478,4683.551112,3.649612094
All dietary risks,Lung cancer,2003,Persons,266.8290907,7303.461367,3.653460699
All dietary risks,Lung cancer,2011,Females,119.3970612,3278.682586,3.641616961
All dietary risks,Lung cancer,2011,Males,188.8451245,5162.499489,3.658017301
All dietary risks,Lung cancer,2011,Persons,308.2421856,8441.182074,3.651647161
All dietary risks,Lung cancer,2015,Females,131.2007637,3595.638499,3.648886387
All dietary risks,Lung cancer,2015,Males,188.6798898,5164.795534,3.653191855
All dietary risks,Lung cancer,2015,Persons,319.8806535,8760.434033,3.651424716
All dietary risks,Lung cancer,2018,Females,137.4431224,3779.2495,3.636783504
All dietary risks,Lung cancer,2018,Males,189.6930461,5210.84775,3.640349042
All dietary risks,Lung cancer,2018,Persons,327.1361685,8990.09725,3.638850164
All dietary risks,Non-rheumatic valvular disease,2003,Females,25.00106703,680.6567622,3.673079945
All dietary risks,Non-rheumatic valvular disease,2003,Males,25.96850188,549.2928501,4.727624231
All dietary risks,Non-rheumatic valvular disease,2003,Persons,50.96956891,1229.949612,4.144037154
All dietary risks,Non-rheumatic valvular disease,2011,Females,37.7383652,1027.669842,3.67222659
All dietary risks,Non-rheumatic valvular disease,2011,Males,38.23008672,820.0214447,4.662083774
All dietary risks,Non-rheumatic valvular disease,2011,Persons,75.96845192,1847.691287,4.111533808
All dietary risks,Non-rheumatic valvular disease,2015,Females,51.37069003,1155.707948,4.444954292
All dietary risks,Non-rheumatic valvular disease,2015,Males,52.31275333,963.7364941,5.42811792
All dietary risks,Non-rheumatic valvular disease,2015,Persons,103.6834434,2119.444442,4.89201044
All dietary risks,Non-rheumatic valvular disease,2018,Females,32.16904642,1085.595769,2.963261956
All dietary risks,Non-rheumatic valvular disease,2018,Males,43.6934891,901.5024326,4.846741121
All dietary risks,Non-rheumatic valvular disease,2018,Persons,75.86253552,1987.098202,3.817754727
All dietary risks,Oesophageal cancer,2003,Females,82.15737421,382.5924543,21.47386162
All dietary risks,Oesophageal cancer,2003,Males,170.3840796,784.5741286,21.71675988
All dietary risks,Oesophageal cancer,2003,Persons,252.5414538,1167.166583,21.63713882
All dietary risks,Oesophageal cancer,2011,Females,78.49255308,358.0437707,21.9226138
All dietary risks,Oesophageal cancer,2011,Males,207.7616378,930.3922743,22.33054203
All dietary risks,Oesophageal cancer,2011,Persons,286.2541909,1288.436045,22.21718276
All dietary risks,Oesophageal cancer,2015,Females,86.30149874,388.1521554,22.23393521
All dietary risks,Oesophageal cancer,2015,Males,215.8788408,961.6901222,22.44785881
All dietary risks,Oesophageal cancer,2015,Persons,302.1803396,1349.842278,22.38634429
All dietary risks,Oesophageal cancer,2018,Females,81.85989111,367.7579121,22.25917877
All dietary risks,Oesophageal cancer,2018,Males,229.368514,1018.526228,22.51964728
All dietary risks,Oesophageal cancer,2018,Persons,311.2284051,1386.28414,22.45054936
All dietary risks,Peripheral vascular disease,2003,Females,18.41874289,485.3480055,3.794955925
All dietary risks,Peripheral vascular disease,2003,Males,18.498145,379.9959786,4.86798441
All dietary risks,Peripheral vascular disease,2003,Persons,36.91688789,865.3439841,4.266151792
All dietary risks,Peripheral vascular disease,2011,Females,14.11104642,376.5464618,3.747491441
All dietary risks,Peripheral vascular disease,2011,Males,17.75704089,367.1240909,4.836795332
